VideoName,Method Name,Frame number,N (Total visible individuals),Total detections by Algo,Failed detections,failed percent,False detections,false percent,Species,Contrast (Fg/BG),Animal Size ,Density (Area/N),Height (only for BB),step size
10MarchMor_01_2,Segmentation,1,100,90,12,0.12,2,0.02,BB,1.5,14,0.1038565779,,500
10MarchMor_01_2,Segmentation,2,91,58,33,0.3626373626,0,0,BB,1.5,14,0.1297632137,,500
10MarchMor_01_2,Segmentation,3,75,56,26,0.3466666667,7,0.0933333333,BB,1.5,14,0.1579070216,,500
10MarchMor_01_2,Segmentation,4,75,70,18,0.24,13,0.1733333333,BB,1.5,14,0.1606905864,,500
10MarchMor_01_2,Segmentation,5,81,68,26,0.3209876543,13,0.1604938272,BB,1.5,14,0.2029581404,,500
10MarchMor_01_2,Segmentation,6,79,78,28,0.3544303797,27,0.3417721519,BB,1.5,14,0.1798910108,,500
10MarchMor_01_2,Segmentation,7,84,79,18,0.2142857143,13,0.1547619048,BB,1.5,14,0.2006008873,,500
10MarchMor_01_2,Segmentation,8,83,54,38,0.4578313253,9,0.1084337349,BB,1.5,14,0.2173972801,,500
10MarchMor_01_2,Segmentation,9,82,70,29,0.3536585366,17,0.2073170732,BB,1.5,14,0.2295756173,,500
10MarchMor_01_3,Segmentation,10,88,81,21,0.2386363636,14,0.1590909091,BB,1.5,14,0.2501475694,,500
10MarchMor_01_3,Segmentation,11,80,81,20,0.25,21,0.2625,BB,1.5,14,0.2755536265,,500
10MarchMor_01_3,Segmentation,12,77,75,22,0.2857142857,20,0.2597402597,BB,1.5,14,0.3079918981,,500
10MarchMor_01_3,Segmentation,13,85,88,18,0.2117647059,21,0.2470588235,BB,1.5,14,0.2769540895,,500
10MarchMor_01_3,Segmentation,14,77,86,11,0.1428571429,20,0.2597402597,BB,1.5,14,0.2599286265,,500
10MarchMor_01_3,Segmentation,15,81,79,25,0.3086419753,23,0.2839506173,BB,1.5,14,0.3458926505,,500
10MarchMor_01_3,Segmentation,16,86,80,23,0.2674418605,17,0.1976744186,BB,1.5,14,0.0240436921,,500
10MarchMor_01_3,Segmentation,17,77,95,7,0.0909090909,25,0.3246753247,BB,1.5,14,0.2368465471,,500
10MarchMor_01_4,Segmentation,18,70,106,7,0.1,43,0.6142857143,BB,1.5,14,0.2667539545,,500
10MarchMor_01_4,Segmentation,19,66,52,22,0.3333333333,8,0.1212121212,BB,1.5,14,0.2493161651,,500
10MarchMor_01_4,Segmentation,20,76,82,16,0.2105263158,22,0.2894736842,BB,1.5,14,0.3071604938,,500
10MarchMor_01_4,Segmentation,21,74,100,13,0.1756756757,39,0.527027027,BB,1.5,14,0.2708222415,,500
10MarchMor_01_4,Segmentation,22,85,103,11,0.1294117647,29,0.3411764706,BB,1.5,14,0.2871928048,,500
10MarchMor_01_4,Segmentation,23,83,114,5,0.0602409639,36,0.4337349398,BB,1.5,14,0.3476610725,,500
MVI_0047.MOV',Segmentation,1,55,46,34,0.6181818182,25,0.4545454545,Fish,0.4016393443,10,42588,,500
MVI_0047.MOV',Segmentation,2,56,60,35,0.625,39,0.6964285714,Fish,0.543,9,40255,,500
MVI_0047.MOV',Segmentation,3,53,57,29,0.5471698113,33,0.6226415094,Fish,0.689,9,44036,,500
MVI_0047.MOV',Segmentation,4,57,64,29,0.5087719298,36,0.6315789474,Fish,0.761,8,60630,,500
MVI_0047.MOV',Segmentation,5,59,56,36,0.6101694915,33,0.5593220339,Fish,0.539,7,55037,,500
MVI_0047.MOV',Segmentation,6,49,50,32,0.6530612245,33,0.6734693878,Fish,0.461,6,45864,,500
MVI_0047.MOV',Segmentation,7,53,56,33,0.6226415094,36,0.679245283,Fish,0.543,7,44531,,500
MVI_0047.MOV',Segmentation,8,52,55,32,0.6153846154,35,0.6730769231,Fish,0.429,6,44197,,500
MVI_0047.MOV',Segmentation,9,59,56,31,0.5254237288,28,0.4745762712,Fish,0.526,7,43087,,500
MVI_0047.MOV',Segmentation,10,52,52,28,0.5384615385,28,0.5384615385,Fish,0.473,9,40288,,500
MVI_0047.MOV',Segmentation,11,55,62,29,0.5272727273,36,0.6545454545,Fish,0.524,7,42378,,500
MVI_0047.MOV',Segmentation,12,53,63,27,0.5094339623,37,0.6981132075,Fish,0.427,8,40545,,500
MVI_0047.MOV',Segmentation,13,57,77,23,0.4035087719,43,0.7543859649,Fish,0.488,9,17167,,500
MVI_0047.MOV',Segmentation,14,56,110,22,0.3928571429,76,1.357142857,Fish,0.446,8,16384,,500
MVI_0047.MOV',Segmentation,15,48,69,25,0.5208333333,46,0.9583333333,Fish,0.469,8,30939,,500
MVI_0047.MOV',Segmentation,16,55,72,26,0.4727272727,43,0.7818181818,Fish,0.544,7,27290,,500
MVI_0047.MOV',Segmentation,17,55,69,22,0.4,36,0.6545454545,Fish,0.465,6,27482,,500
MVI_0047.MOV',Segmentation,18,55,68,26,0.4727272727,39,0.7090909091,Fish,0.523,8,26094,,500
MVI_0047.MOV',Segmentation,19,52,74,21,0.4038461538,43,0.8269230769,Fish,0.432,9,24449,,500
MVI_0047.MOV',Segmentation,20,53,95,16,0.3018867925,58,1.094339623,Fish,0.523,6,21957,,500
MVI_0047.MOV',Segmentation,21,54,62,20,0.3703703704,28,0.5185185185,Fish,0.444,8,23199,,500
MVI_0047.MOV',Segmentation,22,55,81,22,0.4,48,0.8727272727,Fish,0.546,7,28105,,500
MVI_0047.MOV',Segmentation,23,52,65,17,0.3269230769,30,0.5769230769,Fish,0.472,8,25851,,500
MVI_0047.MOV',Segmentation,24,58,80,21,0.3620689655,43,0.7413793103,Fish,0.376,7,21305,,500
MVI_0047.MOV',Segmentation,25,58,64,21,0.3620689655,27,0.4655172414,Fish,0.545,8,22773,,500
MVI_0047.MOV',Segmentation,26,59,85,16,0.2711864407,42,0.7118644068,Fish,0.46,8,21831,,500
MVI_0047.MOV',Segmentation,27,51,72,20,0.3921568627,41,0.8039215686,Fish,0.78,8,20860,,500
MVI_0047.MOV',Segmentation,28,52,90,18,0.3461538462,56,1.076923077,Fish,0.643,9,19960,,500
MVI_0047.MOV',Segmentation,29,54,94,14,0.2592592593,54,1,Fish,0.573,6,15919,,500
MVI_0047.MOV',Segmentation,30,57,119,15,0.2631578947,77,1.350877193,Fish,0.5041,7,18070,,500
MVI_0047.MOV',Segmentation,31,57,142,11,0.1929824561,96,1.684210526,Fish,0.411,8,21499,,500
MVI_0047.MOV',Segmentation,32,54,126,14,0.2592592593,86,1.592592593,Fish,0.396,10,22980,,500
MVI_0047.MOV',Segmentation,33,56,134,16,0.2857142857,94,1.678571429,Fish,0.476,9,22182,,500
MVI_0047.MOV',Segmentation,34,24,115,3,0.125,94,3.916666667,Fish,0.579,7,28259,,500
MVI_0047.MOV',Segmentation,35,58,54,42,0.724137931,38,0.6551724138,Fish,0.623,7,25308,,500
MVI_0047.MOV',Segmentation,36,57,68,40,0.701754386,51,0.8947368421,Fish,0.644,9,43907,,500
MVI_0047.MOV',Segmentation,37,60,61,43,0.7166666667,44,0.7333333333,Fish,0.675,8,728054,,500
MVI_0047.MOV',Segmentation,38,51,64,37,0.7254901961,50,0.9803921569,Fish,0.734,9,27870,,500
M1T4.MTS,Segmentation,1,75,82,20,0.2666666667,27,0.36,Ant,0.32191,8,,,500
M1T4.MTS,Segmentation,2,91,123,6,0.0659340659,38,0.4175824176,Ant,0,0,,,500
M1T4.MTS,Segmentation,3,102,144,9,0.0882352941,51,0.5,Ant,0,0,,,500
M1T4.MTS,Segmentation,4,70,74,10,0.1428571429,14,0.2,Ant,0,0,,,500
MVI_0048.MOV',Segmentation,1,58,121,20,0.3448275862,83,1.431034483,Fish,0.729,7,34509,,500
MVI_0048.MOV',Segmentation,2,60,143,19,0.3166666667,102,1.7,Fish,0.4,9,28065,,500
MVI_0048.MOV',Segmentation,3,60,151,28,0.4666666667,119,1.983333333,Fish,0.428,7,26928,,500
MVI_0048.MOV',Segmentation,4,58,143,14,0.2413793103,99,1.706896552,Fish,0.546,8,29725,,500
MVI_0048.MOV',Segmentation,5,56,177,12,0.2142857143,133,2.375,Fish,0.633,8,29342,,500
MVI_0048.MOV',Segmentation,6,59,184,13,0.2203389831,138,2.338983051,Fish,658,9,29323,,500
MVI_0048.MOV',Segmentation,7,57,151,13,0.2280701754,107,1.877192982,Fish,0.723,7,26691,,500
MVI_0048.MOV',Segmentation,8,57,158,17,0.298245614,118,2.070175439,Fish,0.648,7,23718,,500
MVI_0048.MOV',Segmentation,9,57,158,18,0.3157894737,119,2.087719298,Fish,0.678,6,29421,,500
MVI_0048.MOV',Segmentation,10,55,145,17,0.3090909091,107,1.945454545,Fish,0.666,8,31222,,500
MVI_0048.MOV',Segmentation,11,59,187,12,0.2033898305,140,2.372881356,Fish,0.723,9,32556,,500
