VideoName,Method Name,Frame number,N (Total visible individuals),Total detections by Algo,Failed detections,failed percent,False detections,false percent,Species,Contrast (Fg/BG),Animal Size ,Density (Area/N),Height (only for BB),step size
MVI_0133.MOV,Subtraction,10,60,60,0,0,0,0,Fish,,,16057,,
MVI_0133.MOV,Subtraction,11,59,49,10,0.1694915254,0,0,Fish,,,17588,,
MVI_0133.MOV,Subtraction,12,60,55,5,0.0833333333,0,0,Fish,,,35188,,
MVI_0133.MOV,Subtraction,13,60,60,0,0,0,0,Fish,,,50407,,
MVI_0133.MOV,Subtraction,14,60,60,0,0,0,0,Fish,,,77381,,
MVI_0133.MOV,Subtraction,15,60,60,0,0,0,0,Fish,,,65030,,
MVI_0133.MOV,Subtraction,16,59,55,4,0.0677966102,0,0,Fish,,,10977,,
MVI_0133.MOV,Subtraction,17,57,54,3,0.052631579,0,0,Fish,,,28072,,
MVI_0133.MOV,Subtraction,18,60,58,2,0.0333333333,0,0,Fish,,,52902,,
MVI_0133.MOV,Subtraction,19,60,60,0,0,0,0,Fish,,,32993,,
MVI_0133.MOV,Subtraction,20,57,50,7,0.1228070175,0,0,Fish,,,51488,,
MVI_0133.MOV,Subtraction,21,58,47,11,0.1896551724,0,0,Fish,,,34391,,
MVI_0133.MOV,Subtraction,22,59,55,4,0.0677966102,0,0,Fish,,,8244,,
MVI_0133.MOV,Subtraction,23,60,56,4,0.0666666667,0,0,Fish,,,17022,,
MVI_0133.MOV,Subtraction,24,60,60,0,0,0,0,Fish,,,31233,,
MVI_0133.MOV,Subtraction,25,60,64,0,0,4,0.0666666667,Fish,,,47900,,
MVI_0133.MOV,Subtraction,26,60,60,0,0,0,0,Fish,,,68113,,
MVI_0133.MOV,Subtraction,27,60,60,0,0,0,0,Fish,,,34224,,
MVI_0133.MOV,Subtraction,28,60,60,0,0,0,0,Fish,,,55715,,
MVI_0133.MOV,Subtraction,29,60,41,19,0.3166666667,0,0,Fish,,,39015,,
MVI_0133.MOV,Subtraction,30,58,55,3,0.0517241379,0,0,Fish,,,8343,,
MVI_0133.MOV,Subtraction,31,60,58,2,0.0333333333,0,0,Fish,,,27370,,
MVI_0133.MOV,Subtraction,32,60,65,0,0,5,0.0833333333,Fish,,,21307,,
MVI_0133.MOV,Subtraction,33,60,60,0,0,0,0,Fish,,,57284,,
MVI_0133.MOV,Subtraction,34,60,60,0,0,0,0,Fish,,,62987,,
MVI_0133.MOV,Subtraction,35,60,64,0,0,4,0.0666666667,Fish,,,38565,,
MVI_0133.MOV,Subtraction,36,60,60,0,0,0,0,Fish,,,31984,,
MVI_0134.MOV,Subtraction,1,60,60,0,0,0,0,Fish,,,37889,,
MVI_0134.MOV,Subtraction,2,60,63,0,0,3,0.05,Fish,,,46033,,
MVI_0134.MOV,Subtraction,3,60,64,0,0,4,0.0666666667,Fish,,,87089,,
MVI_0134.MOV,Subtraction,4,60,60,0,0,0,0,Fish,,,55645,,
MVI_0134.MOV,Subtraction,5,60,60,0,0,0,0,Fish,,,49068,,
MVI_0134.MOV,Subtraction,6,60,60,0,0,0,0,Fish,,,24287,,
MVI_0134.MOV,Subtraction,7,60,65,0,0,5,0.0833333333,Fish,,,32613,,
MVI_0134.MOV,Subtraction,8,60,60,0,0,0,0,Fish,,,41857,,
MVI_0134.MOV,Subtraction,9,60,60,0,0,0,0,Fish,,,78957,,
MVI_0134.MOV,Subtraction,10,60,60,0,0,0,0,Fish,,,49157,,
MVI_0134.MOV,Subtraction,11,60,60,0,0,0,0,Fish,,,69588,,
MVI_0134.MOV,Subtraction,12,60,60,0,0,0,0,Fish,,,47563,,
MVI_0134.MOV,Subtraction,13,58,44,14,0.2413793103,0,0,Fish,,,8248,,
MVI_0134.MOV,Subtraction,14,60,60,0,0,0,0,Fish,,,14806,,
MVI_0134.MOV,Subtraction,15,59,51,8,0.1355932203,0,0,Fish,,,25100,,
MVI_0134.MOV,Subtraction,16,58,52,6,0.1034482759,0,0,Fish,,,17294,,
MVI_0134.MOV,Subtraction,17,60,60,0,0,0,0,Fish,,,20471,,
MVI_0134.MOV,Subtraction,18,60,60,0,0,0,0,Fish,,,16327,,
MVI_0134.MOV,Subtraction,19,60,60,0,0,0,0,Fish,,,33207,,
MVI_0134.MOV,Subtraction,20,60,60,0,0,0,0,Fish,,,23008,,
MVI_0134.MOV,Subtraction,21,59,69,5,0.0847457627,15,0.2542372881,Fish,,,20152,,
MVI_0134.MOV,Subtraction,22,56,51,5,0.0892857143,0,0,Fish,,,21315,,
MVI_0134.MOV,Subtraction,23,60,60,0,0,0,0,Fish,,,14286,,
MVI_0134.MOV,Subtraction,24,57,52,5,0.0877192983,0,0,Fish,,,16875,,
MVI_0134.MOV,Subtraction,25,60,60,0,0,0,0,Fish,,,38005,,
MVI_0134.MOV,Subtraction,26,55,55,3,0.0545454546,3,0.0545454546,Fish,,,51008,,
MVI_0134.MOV,Subtraction,27,60,60,0,0,0,0,Fish,,,20520,,
MVI_0134.MOV,Subtraction,28,60,60,0,0,0,0,Fish,,,33459,,
MVI_0134.MOV,Subtraction,29,58,54,4,0.0689655172,0,0,Fish,,,34667,,
MVI_0134.MOV,Subtraction,30,60,60,0,0,0,0,Fish,,,49480,,
MVI_0134.MOV,Subtraction,31,59,59,0,0,0,0,Fish,,,12424,,
MVI_0134.MOV,Subtraction,32,60,60,0,0,0,0,Fish,,,28748,,
MVI_0134.MOV,Subtraction,33,60,60,0,0,0,0,Fish,,,40015,,
MVI_0134.MOV,Subtraction,34,60,60,0,0,0,0,Fish,,,25838,,
MVI_0134.MOV,Subtraction,35,60,60,0,0,0,0,Fish,,,49546,,
MVI_0134.MOV,Subtraction,36,58,59,3,0.0517241379,4,0.0689655172,Fish,,,45334,,
MVI_0134.MOV,Subtraction,37,60,60,0,0,0,0,Fish,,,45541,,
MVI_0135.MOV,Subtraction,1,59,46,13,0.2203389831,0,0,Fish,,,17498,,
MVI_0135.MOV,Subtraction,2,60,60,0,0,0,0,Fish,,,58261,,
MVI_0135.MOV,Subtraction,3,60,60,0,0,0,0,Fish,,,35109,,
MVI_0135.MOV,Subtraction,4,60,60,0,0,0,0,Fish,,,41971,,
MVI_0135.MOV,Subtraction,5,60,60,0,0,0,0,Fish,,,91276,,
MVI_0135.MOV,Subtraction,6,59,43,16,0.2711864407,0,0,Fish,,,28240,,
MVI_0135.MOV,Subtraction,7,59,48,11,0.186440678,0,0,Fish,,,12726,,
MVI_0135.MOV,Subtraction,8,60,58,2,0.0333333333,0,0,Fish,,,54054,,
MVI_0135.MOV,Subtraction,9,60,60,0,0,0,0,Fish,,,39281,,
MVI_0135.MOV,Subtraction,10,59,52,7,0.1186440678,0,0,Fish,,,13788,,
MVI_0135.MOV,Subtraction,11,60,60,0,0,0,0,Fish,,,71256,,
MVI_0135.MOV,Subtraction,12,60,60,0,0,0,0,Fish,,,41140,,
MVI_0135.MOV,Subtraction,13,60,60,0,0,0,0,Fish,,,84618,,
MVI_0135.MOV,Subtraction,14,60,60,0,0,0,0,Fish,,,42566,,
MVI_0135.MOV,Subtraction,15,60,60,0,0,0,0,Fish,,,50141,,
MVI_0135.MOV,Subtraction,16,60,60,0,0,0,0,Fish,,,78371,,
MVI_0135.MOV,Subtraction,17,58,56,2,0.0344827586,0,0,Fish,,,45622,,
MVI_0135.MOV,Subtraction,18,60,60,0,0,0,0,Fish,,,91923,,
MVI_0135.MOV,Subtraction,19,60,60,0,0,0,0,Fish,,,77731,,
MVI_0135.MOV,Subtraction,20,60,60,0,0,0,0,Fish,,,74591,,
MVI_0135.MOV,Subtraction,21,60,74,0,0,14,0.2333333333,Fish,,,60895,,
MVI_0135.MOV,Subtraction,22,60,80,0,0,20,0.3333333333,Fish,,,91685,,
MVI_0135.MOV,Subtraction,23,60,60,0,0,0,0,Fish,,,64004,,
MVI_0135.MOV,Subtraction,24,60,60,0,0,0,0,Fish,,,72373,,
MVI_0135.MOV,Subtraction,25,60,60,0,0,0,0,Fish,,,105336,,
MVI_0135.MOV,Subtraction,26,60,60,0,0,0,0,Fish,,,58809,,
MVI_0135.MOV,Subtraction,27,60,60,0,0,0,0,Fish,,,86648,,
MVI_0135.MOV,Subtraction,28,57,55,2,0.0350877193,0,0,Fish,,,46306,,
MVI_0135.MOV,Subtraction,29,60,60,0,0,0,0,Fish,,,32930,,
MVI_0135.MOV,Subtraction,30,60,60,0,0,0,0,Fish,,,45047,,
MVI_0135.MOV,Subtraction,31,58,67,0,0,9,0.1551724138,Fish,,,69668,,
MVI_0135.MOV,Subtraction,32,60,60,0,0,0,0,Fish,,,31125,,
MVI_0135.MOV,Subtraction,33,60,60,0,0,0,0,Fish,,,63041,,
MVI_0135.MOV,Subtraction,34,57,46,11,0.1929824561,0,0,Fish,,,17012,,
MVI_0135.MOV,Subtraction,35,60,60,0,0,0,0,Fish,,,80014,,
,Subtraction,,0,,,NA,,NA,,,,,,
25MarchEve05.MOV,Subtraction,1,41,44,15,0.3658536585,18,0.4390243902,BB,,,242980,,
25MarchEve05.MOV,Subtraction,2,35,32,14,0.4,11,0.3142857143,BB,,,335341,,
25MarchEve05.MOV,Subtraction,3,33,15,21,0.6363636364,3,0.0909090909,BB,,,281652,,
25MarchEve05.MOV,Subtraction,4,39,53,5,0.1282051282,19,0.4871794872,BB,,,554671,,
25MarchEve05.MOV,Subtraction,5,43,48,4,0.0930232558,9,0.2093023256,BB,,,432838,,
25MarchEve05.MOV,Subtraction,6,46,137,8,0.1739130435,99,2.152173913,BB,,,371380,,
25MarchEve05.MOV,Subtraction,7,35,53,5,0.1428571429,23,0.6571428571,BB,,,486139,,
25MarchEve05.MOV,Subtraction,8,37,45,8,0.2162162162,16,0.4324324324,BB,,,334822,,
25MarchEve05.MOV,Subtraction,9,32,145,3,0.09375,116,3.625,BB,,,542638,,
25MarchEve05.MOV,Subtraction,10,33,40,8,0.2424242424,15,0.4545454545,BB,,,732641,,
25MarchEve05.MOV,Subtraction,11,39,148,19,0.4871794872,128,3.282051282,BB,,,578382,,
25MarchEve05.MOV,Subtraction,12,43,153,8,0.1860465116,118,2.744186047,BB,,,345382,,
25MarchEve05.MOV,Subtraction,13,28,148,2,0.0714285714,122,4.357142857,BB,,,865002,,
25MarchEve05.MOV,Subtraction,14,36,153,5,0.1388888889,122,3.388888889,BB,,,712157,,
25MarchEve05.MOV,Subtraction,15,34,55,3,0.0882352941,24,0.7058823529,BB,,,499989,,
25MarchEve05.MOV,Subtraction,16,29,57,3,0.1034482759,31,1.068965517,BB,,,386961,,
25MarchEve05.MOV,Subtraction,17,37,70,7,0.1891891892,40,1.081081081,BB,,,419962,,
25MarchEve05.MOV,Subtraction,18,45,49,27,0.6,31,0.6888888889,BB,,,432401,,
25MarchEve05.MOV,Subtraction,19,41,49,9,0.2195121951,17,0.4146341463,BB,,,403258,,
25MarchEve05.MOV,Subtraction,20,33,45,4,0.1212121212,16,0.4848484848,BB,,,406090,,
25MarchEve05.MOV,Subtraction,21,37,28,17,0.4594594595,8,0.2162162162,BB,,,452253,,
25MarchEve05.MOV,Subtraction,22,45,25,32,0.7111111111,12,0.2666666667,BB,,,449767,,
25MarchEve05.MOV,Subtraction,23,33,29,13,0.3939393939,9,0.2727272727,BB,,,369886,,
25MarchEve05.MOV,Subtraction,24,36,44,6,0.1666666667,14,0.3888888889,BB,,,282770,,
25MarchEve05.MOV,Subtraction,25,35,19,22,0.6285714286,6,0.1714285714,BB,,,325229,,
25MarchEve05.MOV,Subtraction,26,31,26,11,0.3548387097,6,0.1935483871,BB,,,283989,,
25MarchEve05.MOV,Subtraction,27,0,,,NA,,NA,BB,,,,,
25MarchEve05.MOV,Subtraction,28,0,,,NA,,NA,BB,,,,,
25MarchEve05.MOV,Subtraction,29,0,,,NA,,NA,BB,,,,,
25MarchEve05.MOV,Subtraction,30,0,,,NA,,NA,BB,,,,,
25MarchEve05.MOV,Subtraction,31,0,,,NA,,NA,BB,,,,,
25MarchEve05.MOV,Subtraction,32,0,,,NA,,NA,BB,,,,,
25MarchEve06.MOV,Subtraction,1,40,36,20,0.5,16,0.4,BB,,,333822,,
25MarchEve06.MOV,Subtraction,2,46,54,37,0.8043478261,45,0.9782608696,BB,,,725501,,
25MarchEve06.MOV,Subtraction,3,36,45,18,0.5,27,0.75,BB,,,485313,,
25MarchEve06.MOV,Subtraction,4,34,20,18,0.5294117647,4,0.1176470588,BB,,,345475,,
25MarchEve06.MOV,Subtraction,5,39,1,38,0.9743589744,0,0,BB,,,377868,,
25MarchEve06.MOV,Subtraction,6,40,9,32,0.8,1,0.025,BB,,,389801,,
25MarchEve06.MOV,Subtraction,7,37,33,25,0.6756756757,21,0.5675675676,BB,,,252838,,
25MarchEve06.MOV,Subtraction,8,43,60,16,0.3720930233,33,0.7674418605,BB,,,631795,,
25MarchEve06.MOV,Subtraction,9,36,10,27,0.75,1,0.0277777778,BB,,,556750,,
26MarchEve01.MOV,Subtraction,1,20,6,14,0.7,0,0,BB,,,508508,,
26MarchEve01.MOV,Subtraction,2,21,8,15,0.7142857143,2,0.0952380952,BB,,,432773,,
26MarchEve01.MOV,Subtraction,3,17,1,16,0.9411764706,0,0,BB,,,536814,,
26MarchEve01.MOV,Subtraction,4,17,11,7,0.4117647059,1,0.0588235294,BB,,,407272,,
26MarchEve01.MOV,Subtraction,5,16,9,7,0.4375,0,0,BB,,,513381,,
26MarchEve01.MOV,Subtraction,6,17,5,13,0.7647058824,1,0.0588235294,BB,,,470101,,
26MarchEve01.MOV,Subtraction,7,18,1,17,0.9444444444,0,0,BB,,,399655,,
26MarchEve01.MOV,Subtraction,8,21,9,14,0.6666666667,2,0.0952380952,BB,,,417645,,
26MarchEve01.MOV,Subtraction,9,24,17,8,0.3333333333,1,0.0416666667,BB,,,541738,,
26MarchEve01.MOV,Subtraction,10,22,16,8,0.3636363636,2,0.0909090909,BB,,,442275,,
26MarchEve01.MOV,Subtraction,11,20,17,9,0.45,6,0.3,BB,,,504144,,
26MarchEve01.MOV,Subtraction,12,21,2,19,0.9047619048,0,0,BB,,,340769,,
26MarchEve01.MOV,Subtraction,13,22,16,8,0.3636363636,2,0.0909090909,BB,,,514855,,
26MarchEve01.MOV,Subtraction,14,22,20,9,0.4090909091,7,0.3181818182,BB,,,354176,,
26MarchEve01.MOV,Subtraction,15,25,4,21,0.84,0,0,BB,,,351632,,
26MarchEve01.MOV,Subtraction,16,22,17,8,0.3636363636,3,0.1363636364,BB,,,367819,,
26MarchEve01.MOV,Subtraction,17,23,9,18,0.7826086957,4,0.1739130435,BB,,,394907,,
26MarchEve01.MOV,Subtraction,18,20,5,18,0.9,3,0.15,BB,,,387458,,
26MarchEve01.MOV,Subtraction,19,25,18,15,0.6,8,0.32,BB,,,468468,,
26MarchEve01.MOV,Subtraction,20,19,5,16,0.8421052632,2,0.1052631579,BB,,,585804,,
26MarchEve01.MOV,Subtraction,21,21,2,19,0.9047619048,0,0,BB,,,678825,,
26MarchEve01.MOV,Subtraction,22,23,13,12,0.5217391304,2,0.0869565217,BB,,,399165,,
26MarchEve01.MOV,Subtraction,23,24,27,8,0.3333333333,11,0.4583333333,BB,,,771348,,
26MarchEve01.MOV,Subtraction,24,20,13,12,0.6,5,0.25,BB,,,745009,,
26MarchEve01.MOV,Subtraction,25,22,7,15,0.6818181818,0,0,BB,,,761509,,
26MarchEve01.MOV,Subtraction,26,25,11,14,0.56,0,0,BB,,,720435,,
26MarchEve01.MOV,Subtraction,27,26,27,8,0.3076923077,9,0.3461538462,BB,,,457580,,
26MarchEve01.MOV,Subtraction,28,23,16,12,0.5217391304,5,0.2173913043,BB,,,478788,,
26MarchEve01.MOV,Subtraction,29,34,36,14,0.4117647059,16,0.4705882353,BB,,,714201,,
26MarchEve01.MOV,Subtraction,30,35,37,13,0.3714285714,15,0.4285714286,BB,,,363952,,
26MarchEve01.MOV,Subtraction,31,23,33,3,0.1304347826,13,0.5652173913,BB,,,115195,,
26MarchEve01.MOV,Subtraction,32,29,53,11,0.3793103448,35,1.206896552,BB,,,129520,,
26MarchEve02.MOV,Subtraction,1,25,9,20,0.8,4,0.16,BB,,,399505,,
26MarchEve02.MOV,Subtraction,2,21,14,10,0.4761904762,3,0.1428571429,BB,,,214715,,
26MarchEve02.MOV,Subtraction,3,23,22,5,0.2173913043,4,0.1739130435,BB,,,388877,,
26MarchEve02.MOV,Subtraction,4,25,4,21,0.84,0,0,BB,,,524956,,
26MarchEve02.MOV,Subtraction,5,24,3,21,0.875,0,0,BB,,,325034,,
26MarchEve02.MOV,Subtraction,6,24,8,20,0.8333333333,4,0.1666666667,BB,,,486298,,
26MarchEve02.MOV,Subtraction,7,24,6,20,0.8333333333,2,0.0833333333,BB,,,814618,,
26MarchEve02.MOV,Subtraction,8,38,32,18,0.4736842105,12,0.3157894737,BB,,,368992,,
26MarchEve02.MOV,Subtraction,9,31,24,12,0.3870967742,5,0.1612903226,BB,,,171551,,
26MarchEve02.MOV,Subtraction,10,27,10,19,0.7037037037,2,0.0740740741,BB,,,407452,,
26MarchEve02.MOV,Subtraction,11,36,8,32,0.8888888889,4,0.1111111111,BB,,,635449,,
26MarchEve02.MOV,Subtraction,12,31,5,26,0.8387096774,0,0,BB,,,612190,,
26MarchEve02.MOV,Subtraction,13,35,3,33,0.9428571429,1,0.0285714286,BB,,,472496,,
26MarchEve02.MOV,Subtraction,14,33,4,30,0.9090909091,1,0.0303030303,BB,,,152478,,
26MarchEve02.MOV,Subtraction,15,31,18,16,0.5161290323,3,0.0967741936,BB,,,338951,,
26MarchEve02.MOV,Subtraction,16,36,8,30,0.8333333333,2,0.0555555556,BB,,,201901,,
26MarchEve02.MOV,Subtraction,17,36,1,35,0.9722222222,0,0,BB,,,263334,,
26MarchEve02.MOV,Subtraction,18,36,1,35,0.9722222222,0,0,BB,,,347875,,
26MarchEve02.MOV,Subtraction,19,36,1,35,0.9722222222,0,0,BB,,,403194,,
26MarchEve02.MOV,Subtraction,20,34,1,33,0.9705882353,0,0,BB,,,433196,,
17MarchMov05.MOV,Subtraction,1,30,20,21,0.7,11,0.3666666667,BB,,,322099,,
17MarchMov05.MOV,Subtraction,2,27,1,26,0.962962963,0,0,BB,,,165451,,
17MarchMov05.MOV,Subtraction,3,22,3,19,0.8636363636,0,0,BB,,,208344,,
17MarchMov05.MOV,Subtraction,4,23,0,23,1,0,0,BB,,,228349,,
17MarchMov05.MOV,Subtraction,5,19,2,17,0.8947368421,0,0,BB,,,257196,,
17MarchMov05.MOV,Subtraction,6,21,12,14,0.6666666667,5,0.2380952381,BB,,,241218,,
17MarchMov05.MOV,Subtraction,7,18,8,14,0.7777777778,4,0.2222222222,BB,,,166067,,
17MarchMov05.MOV,Subtraction,8,20,3,17,0.85,0,0,BB,,,298789,,
17MarchMov05.MOV,Subtraction,9,21,2,19,0.9047619048,0,0,BB,,,221259,,
17MarchMov05.MOV,Subtraction,10,18,1,17,0.9444444444,0,0,BB,,,228497,,
17MarchMov05.MOV,Subtraction,11,18,8,13,0.7222222222,3,0.1666666667,BB,,,196766,,
17MarchMov05.MOV,Subtraction,12,20,3,17,0.85,0,0,BB,,,159070,,
17MarchMov05.MOV,Subtraction,13,18,2,16,0.8888888889,0,0,BB,,,156593,,
17MarchMov05.MOV,Subtraction,14,18,1,17,0.9444444444,0,0,BB,,,148816,,
17MarchMov05.MOV,Subtraction,15,17,9,12,0.7058823529,4,0.2352941176,BB,,,110557,,
17MarchMov05.MOV,Subtraction,16,22,3,19,0.8636363636,0,0,BB,,,157114,,
17MarchMov05.MOV,Subtraction,17,18,1,17,0.9444444444,0,0,BB,,,146302,,
17MarchMov05.MOV,Subtraction,18,16,1,15,0.9375,0,0,BB,,,133612,,
17MarchMov05.MOV,Subtraction,19,12,5,10,0.8333333333,3,0.25,BB,,,83916,,
17MarchMov05.MOV,Subtraction,20,14,1,13,0.9285714286,0,0,BB,,,79867,,
17MarchMov05.MOV,Subtraction,21,16,1,15,0.9375,0,0,BB,,,205527,,
17MarchMov05.MOV,Subtraction,22,17,3,15,0.8823529412,1,0.0588235294,BB,,,134208,,
17MarchMov05.MOV,Subtraction,23,17,3,16,0.9411764706,2,0.1176470588,BB,,,177168,,
17MarchMov05.MOV,Subtraction,24,1,1,,0,,0,BB,,,119940,,
17MarchMov05.MOV,Subtraction,25,1,1,,0,,0,BB,,,81331,,
17MarchMov05.MOV,Subtraction,26,24,11,17,0.7083333333,4,0.1666666667,BB,,,293526,,
17MarchMov05.MOV,Subtraction,27,25,7,21,0.84,3,0.12,BB,,,166817,,
17MarchMov05.MOV,Subtraction,28,22,10,14,0.6363636364,2,0.0909090909,BB,,,91768,,
16MarchMor06.MOV,Subtraction,1,17,22,2,0.1176470588,7,0.4117647059,BB,,,506295,,
16MarchMor06.MOV,Subtraction,2,19,12,11,0.5789473684,4,0.2105263158,BB,,,356469,,
16MarchMor06.MOV,Subtraction,3,18,17,7,0.3888888889,6,0.3333333333,BB,,,123488,,
16MarchMor06.MOV,Subtraction,4,15,11,8,0.5333333333,4,0.2666666667,BB,,,274934,,
16MarchMor06.MOV,Subtraction,5,15,7,9,0.6,1,0.0666666667,BB,,,37009,,
16MarchMor06.MOV,Subtraction,6,11,13,2,0.1818181818,4,0.3636363636,BB,,,188185,,
16MarchMor06.MOV,Subtraction,7,7,5,5,0.7142857143,3,0.4285714286,BB,,,43653,,
16MarchMor06.MOV,Subtraction,8,16,2,14,0.875,0,0,BB,,,124923,,
16MarchMor06.MOV,Subtraction,9,14,1,13,0.9285714286,0,0,BB,,,56614,,
16MarchMor06.MOV,Subtraction,10,13,3,10,0.7692307692,0,0,BB,,,69190,,
16MarchMor06.MOV,Subtraction,11,13,7,8,0.6153846154,2,0.1538461538,BB,,,100830,,
16MarchMor06.MOV,Subtraction,12,9,4,5,0.5555555556,0,0,BB,,,83537,,
16MarchMor06.MOV,Subtraction,13,11,7,6,0.5454545455,2,0.1818181818,BB,,,59859,,
16MarchMor06.MOV,Subtraction,14,11,8,5,0.4545454545,2,0.1818181818,BB,,,13631,,
16MarchMor06.MOV,Subtraction,15,8,7,2,0.25,1,0.125,BB,,,76500,,
16MarchMor06.MOV,Subtraction,16,9,5,4,0.4444444444,0,0,BB,,,90621,,
16MarchMor06.MOV,Subtraction,17,15,9,7,0.4666666667,1,0.0666666667,BB,,,43985,,
16MarchMor06.MOV,Subtraction,18,13,9,6,0.4615384615,2,0.1538461538,BB,,,119825,,
16MarchMor06.MOV,Subtraction,19,12,8,7,0.5833333333,3,0.25,BB,,,208564,,
16MarchMor06.MOV,Subtraction,20,12,3,9,0.75,0,0,BB,,,269853,,
16MarchMor06.MOV,Subtraction,21,7,1,6,0.8571428571,0,0,BB,,,128072,,
16MarchMor06.MOV,Subtraction,22,6,1,5,0.8333333333,0,0,BB,,,130465,,
16MarchMor06.MOV,Subtraction,23,6,3,4,0.6666666667,1,0.1666666667,BB,,,21174,,
16MarchMor06.MOV,Subtraction,24,7,2,5,0.7142857143,0,0,BB,,,25270,,
16MarchMor05.MOV,Subtraction,1,26,22,11,0.4230769231,7,0.2692307692,BB,,,154456,,
16MarchMor05.MOV,Subtraction,2,33,30,19,0.5757575758,16,0.4848484848,BB,,,162342,,
16MarchMor05.MOV,Subtraction,3,27,24,13,0.4814814815,10,0.3703703704,BB,,,81606,,
16MarchMor05.MOV,Subtraction,4,24,12,14,0.5833333333,2,0.0833333333,BB,,,289852,,
16MarchMor05.MOV,Subtraction,5,24,11,16,0.6666666667,3,0.125,BB,,,425969,,
16MarchMor05.MOV,Subtraction,6,23,3,20,0.8695652174,0,0,BB,,,185592,,
16MarchMor05.MOV,Subtraction,7,23,9,16,0.6956521739,2,0.0869565217,BB,,,164315,,
16MarchMor05.MOV,Subtraction,8,26,9,22,0.8461538462,5,0.1923076923,BB,,,214489,,
16MarchMor05.MOV,Subtraction,9,27,4,23,0.8518518519,0,0,BB,,,406021,,
16MarchMor05.MOV,Subtraction,10,26,3,23,0.8846153846,0,0,BB,,,383303,,
16MarchMor05.MOV,Subtraction,11,28,8,20,0.7142857143,0,0,BB,,,451231,,
16MarchMor05.MOV,Subtraction,12,26,6,21,0.8076923077,1,0.0384615385,BB,,,392988,,
16MarchMor05.MOV,Subtraction,13,27,4,23,0.8518518519,0,0,BB,,,207406,,
16MarchMor05.MOV,Subtraction,14,26,5,22,0.8461538462,1,0.0384615385,BB,,,467582,,
16MarchMor05.MOV,Subtraction,15,27,8,19,0.7037037037,0,0,BB,,,466625,,
16MarchMor05.MOV,Subtraction,16,26,10,18,0.6923076923,2,0.0769230769,BB,,,495811,,
16MarchMor05.MOV,Subtraction,17,23,12,17,0.7391304348,6,0.2608695652,BB,,,198589,,
16MarchMor05.MOV,Subtraction,18,26,52,18,0.6923076923,44,1.692307692,BB,,,234416,,
16MarchMor05.MOV,Subtraction,19,26,1,25,0.9615384615,0,0,BB,,,376476,,
16MarchMor05.MOV,Subtraction,20,27,9,21,0.7777777778,3,0.1111111111,BB,,,418476,,
16MarchMor05.MOV,Subtraction,21,25,9,19,0.76,3,0.12,BB,,,33188,,
16MarchMor05.MOV,Subtraction,22,27,39,9,0.3333333333,21,0.7777777778,BB,,,510646,,
16MarchMor05.MOV,Subtraction,23,26,7,22,0.8461538462,3,0.1153846154,BB,,,394639,,
16MarchMor05.MOV,Subtraction,24,22,5,19,0.8636363636,2,0.0909090909,BB,,,363474,,
16MarchMor05.MOV,Subtraction,25,20,8,14,0.7,2,0.1,BB,,,237202,,
16MarchMor05.MOV,Subtraction,26,24,11,17,0.7083333333,4,0.1666666667,BB,,,251686,,
16MarchMor05.MOV,Subtraction,27,24,15,11,0.4583333333,2,0.0833333333,BB,,,255054,,
16MarchMor05.MOV,Subtraction,28,22,11,16,0.7272727273,5,0.2272727273,BB,,,365006,,
16MarchMor05.MOV,Subtraction,29,28,19,15,0.5357142857,6,0.2142857143,BB,,,286822,,
16MarchMor05.MOV,Subtraction,30,26,39,12,0.4615384615,25,0.9615384615,BB,,,143591,,
04MarchMor04.MOV,Subtraction,1,29,24,12,0.4137931034,7,0.2413793103,BB,,,275000,,
04MarchMor04.MOV,Subtraction,2,24,20,12,0.5,8,0.3333333333,BB,,,179561,,
04MarchMor04.MOV,Subtraction,3,26,84,3,0.1153846154,61,2.346153846,BB,,,237241,,
04MarchMor04.MOV,Subtraction,4,22,16,10,0.4545454545,4,0.1818181818,BB,,,65386,,
04MarchMor04.MOV,Subtraction,5,25,51,9,0.36,35,1.4,BB,,,152601,,
04MarchMor04.MOV,Subtraction,6,23,21,16,0.6956521739,14,0.6086956522,BB,,,107463,,
04MarchMor04.MOV,Subtraction,7,25,3,22,0.88,0,0,BB,,,119164,,
04MarchMor04.MOV,Subtraction,8,23,6,19,0.8260869565,2,0.0869565217,BB,,,137314,,
04MarchMor04.MOV,Subtraction,9,14,2,12,0.8571428571,0,0,BB,,,31997,,
04MarchMor04.MOV,Subtraction,10,#VALUE!,nil ,nil,NA,nil,NA,BB,,,0,,
04MarchMor04.MOV,Subtraction,11,#VALUE!,nil ,nil,NA,nil,NA,BB,,,0,,
04MarchMor04.MOV,Subtraction,12,#VALUE!,nil ,nil,NA,nil,NA,BB,,,0,,
04MarchMor04.MOV,Subtraction,13,10,7,4,0.4,1,0.1,BB,,,291713,,
04MarchMor04.MOV,Subtraction,14,#VALUE!,nil,nil,NA,,NA,BB,,,0,,
04MarchMor04.MOV,Subtraction,15,#VALUE!,nil,,NA,,NA,BB,,,0,,
04MarchMor04.MOV,Subtraction,16,#VALUE!,nil,,NA,,NA,BB,,,0,,
04MarchMor04.MOV,Subtraction,17,#VALUE!,nil,,NA,,NA,BB,,,0,,
04MarchMor04.MOV,Subtraction,18,#VALUE!,nil,,NA,,NA,BB,,,0,,
